region,category,channel,units,unit_price,discount,revenue,high_value
West,Electronics,Online,24,647.2686195234966,0.147,12882.98,1
East,Home,Partner,17,654.0341489536345,0.082,10593.98,1
North,Grocery,Online,12,526.8606635174801,0.2,4935.61,1
North,Home,Retail,5,340.9024752458065,0.224,1278.15,0
East,Grocery,Online,8,163.01871121234026,0.142,1159.44,0
North,Grocery,Retail,16,580.7008089882086,0.217,7503.53,1
South,Home,Retail,9,63.143747368838774,0.153,487.34,0
East,Electronics,Online,12,811.5224649841989,0.214,7685.77,1
North,Apparel,Retail,5,424.0752314917909,0.067,2044.66,0
East,Apparel,Online,11,418.16405519549585,0.222,3623.17,0
North,Home,Online,6,334.0840241368695,0.215,1593.48,0
West,Home,Online,3,950.5797331506429,0.08,2695.74,0
East,Home,Online,4,187.92027465989008,0.167,633.83,0
South,Electronics,Retail,13,165.25550861620272,0.257,1596.67,0
East,Apparel,Partner,9,178.91024148322896,0.075,1476.29,0
North,Toys,Partner,3,652.1863835367335,0.221,1524.54,0
East,Electronics,Partner,13,972.2195059804144,0.286,9040.37,1
South,Apparel,Partner,4,246.05616358568452,0.26,720.22,0
North,Grocery,Online,1,889.3927011847883,0.12,779.42,0
South,Electronics,Partner,4,287.4718968398455,0.182,963.32,0
West,Home,Online,11,641.9839233202881,0.298,4924.29,0
West,Apparel,Retail,23,58.87899385603301,0.171,1080.04,1
North,Electronics,Partner,6,495.8278155931414,0.035,2821.01,0
South,Home,Retail,7,648.3871676278225,0.014,4379.13,0
South,Home,Partner,6,534.8669861337235,0.237,2506.13,0
East,Electronics,Online,9,248.3219694865195,0.127,1943.15,0
North,Electronics,Partner,18,815.3570703371989,0.074,13351.52,1
East,Electronics,Online,8,951.3310507887106,0.104,6988.64,1
West,Toys,Online,16,460.8282518643827,0.227,5480.3,1
South,Grocery,Retail,22,630.4824945816836,0.14,11617.87,1
West,Electronics,Partner,23,778.7967376117497,0.261,13583.45,1
South,Apparel,Retail,14,251.82949819692223,0.22,2761.12,0
West,Apparel,Online,18,849.872366651634,0.292,11067.88,1
East,Apparel,Online,23,288.99286909759763,0.267,5003.94,1
West,Apparel,Online,19,764.7975713746292,0.076,13901.52,1
North,Electronics,Retail,8,127.61526312936518,0.198,790.18,0
South,Home,Online,4,296.85123527760294,0.006,1208.53,0
North,Apparel,Online,3,532.275136582273,0.297,1141.32,0
South,Apparel,Retail,22,523.9252118761426,0.078,10378.22,1
South,Apparel,Retail,14,836.4139371069116,0.199,9703.48,1
South,Grocery,Partner,8,976.282167333063,0.255,5774.05,0
North,Toys,Retail,9,122.922412025735,0.048,1085.86,0
West,Home,Retail,7,280.53260751203555,0.254,1477.26,0
West,Apparel,Online,20,363.2942818141528,0.004,7252.31,1
East,Grocery,Retail,15,479.7616714976049,0.133,6069.35,1
West,Grocery,Online,22,494.1533534282231,0.142,9636.81,1
South,Electronics,Retail,8,841.94726062248,0.112,6008.31,0
West,Grocery,Online,12,759.7369306736957,0.176,7215.45,1
East,Toys,Partner,3,38.09751587643518,0.274,79.78,0
North,Electronics,Online,24,456.82089015986037,0.098,10108.91,1
South,Toys,Partner,13,613.3508847143253,0.174,6408.04,1
South,Electronics,Partner,14,461.9797636093025,0.263,4804.36,1
West,Electronics,Retail,10,145.41944578467422,0.232,1133.0,0
West,Electronics,Online,7,401.57512034302226,0.012,2728.27,0
North,Home,Retail,23,415.1894673245466,0.283,6884.86,1
East,Toys,Online,12,200.20728555176842,0.014,2319.63,0
West,Home,Retail,17,746.0548298921153,0.177,10810.75,1
East,Electronics,Partner,1,328.5446529367777,0.173,279.54,0
South,Electronics,Retail,7,585.4277989458716,0.236,3077.78,0
North,Grocery,Online,20,515.1009737204168,0.045,9861.11,1
South,Grocery,Retail,3,862.3299960477332,0.054,2447.42,0
South,Toys,Partner,3,137.13433458832466,0.226,330.14,0
South,Electronics,Partner,20,129.69248792332172,0.045,2456.13,1
East,Grocery,Partner,8,308.30688235809515,0.141,2129.23,0
South,Toys,Online,7,433.9663694008016,0.219,2453.86,0
East,Home,Retail,14,306.60055880205397,0.195,3362.18,1
West,Electronics,Partner,5,752.659599099434,0.063,3540.45,0
North,Grocery,Online,2,255.45520938492768,0.091,449.77,0
West,Home,Partner,1,101.38375306135494,0.291,72.56,0
East,Electronics,Partner,2,417.24781748878166,0.135,714.08,0
East,Apparel,Online,4,762.4441166129446,0.013,3122.74,0
South,Home,Partner,17,836.5394658432716,0.066,13192.69,1
West,Electronics,Partner,8,724.0110544288168,0.103,5044.29,0
West,Apparel,Online,2,555.5712113597543,0.3,798.58,0
South,Home,Retail,1,715.2240336792096,0.091,666.83,0
East,Grocery,Retail,12,674.1339538917069,0.008,8149.99,1
South,Electronics,Online,21,244.9919671952584,0.154,4439.16,1
South,Home,Online,9,548.728536515066,0.025,4724.46,0
North,Grocery,Retail,2,759.7849593328947,0.082,1410.82,0
East,Grocery,Retail,6,324.4358354001327,0.298,1316.02,0
East,Grocery,Partner,12,647.8142208482542,0.211,5984.77,1
West,Electronics,Partner,5,482.22121041804655,0.015,2457.07,0
North,Grocery,Retail,24,503.0324969072192,0.135,10642.82,1
East,Grocery,Online,19,106.45283627087335,0.051,1878.09,1
West,Apparel,Retail,9,659.5684786931646,0.037,5538.76,0
East,Home,Partner,23,851.0595539403392,0.176,16708.54,1
North,Home,Partner,8,155.7740365048283,0.152,1023.98,0
East,Home,Partner,4,371.46143572779135,0.223,1132.07,0
North,Apparel,Online,23,66.72075664720161,0.268,1094.79,1
East,Grocery,Online,24,48.44661053733546,0.074,1034.25,1
East,Grocery,Partner,8,970.072156804874,0.277,5527.47,0
East,Apparel,Online,15,493.73264797412924,0.155,6495.46,1
South,Grocery,Online,5,361.2982578898365,0.078,1644.52,0
East,Apparel,Partner,16,283.88199356001815,0.254,3389.58,1
West,Toys,Online,17,960.8121391471607,0.011,16471.96,1
North,Home,Partner,18,262.16075410081635,0.168,3942.16,1
North,Home,Online,14,716.6800599082335,0.216,8019.57,1
North,Electronics,Partner,17,292.40777197369647,0.084,4612.25,1
South,Toys,Retail,14,87.66992514264234,0.259,917.39,0
West,Apparel,Retail,20,675.9455499372236,0.072,12695.74,1
South,Apparel,Retail,5,21.56561372467028,0.252,82.59,0
West,Electronics,Online,12,668.7185710981466,0.024,7963.73,1
South,Grocery,Partner,10,260.3615350302302,0.048,2536.5,0
North,Electronics,Retail,13,736.2600627886412,0.114,8239.81,1
North,Toys,Retail,4,758.9601606566234,0.256,2290.77,0
South,Grocery,Partner,8,715.1429492648364,0.043,5578.95,0
South,Electronics,Partner,23,43.504103808905974,0.263,725.64,1
South,Home,Online,3,695.5871548580177,0.069,2000.99,0
North,Home,Online,16,970.5397894935327,0.136,13207.13,1
East,Apparel,Online,16,252.92035378459798,0.106,3543.63,1
West,Toys,Retail,12,283.269029336325,0.035,3376.59,1
East,Home,Retail,1,800.985487597318,0.283,562.68,0
South,Home,Partner,1,173.98093285383734,0.131,150.17,0
East,Home,Online,7,654.1603284843695,0.207,3592.88,0
East,Grocery,Partner,3,744.8253224005553,0.173,1906.76,0
East,Toys,Partner,3,55.67423534658289,0.151,141.29,0
North,Apparel,Retail,4,551.6116104946171,0.185,1826.21,0
North,Grocery,Retail,5,572.8421681944476,0.27,2140.06,0
South,Grocery,Partner,21,311.30518149612243,0.21,5217.4,1
West,Grocery,Retail,16,861.2908826216166,0.16,11986.64,1
West,Toys,Online,1,176.23973052786212,0.194,145.49,0
East,Apparel,Partner,16,369.6269211256261,0.182,4799.06,1
East,Toys,Partner,4,834.7219396614362,0.13,3009.59,0
West,Apparel,Partner,11,203.0170463417528,0.187,1819.15,0
South,Apparel,Retail,1,808.519170874568,0.133,674.21,0
North,Home,Retail,3,95.90641027323748,0.227,218.14,0
South,Grocery,Retail,4,489.6599045023904,0.291,1402.2,0
East,Home,Retail,11,92.31743594787528,0.288,703.18,0
East,Apparel,Retail,12,670.7874416590537,0.246,6110.1,1
South,Home,Partner,9,778.9774294933762,0.181,5678.27,0
East,Apparel,Retail,15,835.8642063169307,0.225,9743.65,1
East,Toys,Partner,18,962.0117607142292,0.053,15744.97,1
West,Apparel,Online,18,665.1350934076033,0.144,10534.06,1
South,Home,Online,14,758.2994372864196,0.077,9690.51,1
North,Apparel,Retail,14,505.52794718847616,0.001,6866.78,1
East,Apparel,Retail,12,896.2274251338811,0.29,7597.93,0
South,Grocery,Online,6,638.008046911484,0.259,2833.45,0
South,Apparel,Retail,12,868.2093500012897,0.154,8910.95,1
South,Electronics,Partner,1,246.0339363333256,0.076,227.78,0
South,Apparel,Retail,24,496.86826948934174,0.208,9099.58,1
East,Home,Retail,9,720.6261642212518,0.13,5810.2,0
South,Electronics,Partner,19,214.61288438017593,0.241,3084.16,1
West,Apparel,Online,23,222.88620153149913,0.3,3467.03,1
South,Electronics,Retail,12,958.9210307894119,0.105,10523.6,1
North,Home,Partner,21,437.2259463077178,0.073,8620.53,1
South,Toys,Retail,12,194.5428348068208,0.08,2173.43,0
North,Grocery,Partner,4,338.20532670224577,0.028,1307.25,0
North,Apparel,Partner,1,401.4811023352886,0.118,351.57,0
North,Grocery,Partner,4,618.1618471714123,0.005,2467.44,0
South,Apparel,Partner,23,906.0940726858424,0.034,19407.82,1
North,Toys,Retail,12,967.1264728852074,0.082,10482.52,1
East,Home,Partner,8,645.630808554668,0.048,5109.05,0
South,Toys,Retail,11,691.9254663658157,0.22,6013.75,1
North,Toys,Online,7,328.95600290872545,0.032,2214.55,0
West,Home,Retail,21,842.8722516307992,0.26,12807.31,1
North,Apparel,Online,24,229.0864018115023,0.066,5235.94,1
South,Home,Partner,3,122.12542333852888,0.033,347.49,0
South,Grocery,Online,18,954.3257504937449,0.003,16663.74,1
South,Grocery,Retail,9,849.5731297477109,0.215,5836.34,0
West,Grocery,Retail,2,311.49932915660804,0.077,585.57,0
South,Electronics,Partner,23,668.1638877258072,0.153,13165.21,1
West,Home,Online,2,468.3376231166715,0.033,874.59,0
North,Electronics,Online,5,330.20307789965204,0.296,1126.52,0
North,Toys,Online,1,295.30324232988306,0.038,287.12,0
East,Grocery,Retail,12,150.5863474120702,0.124,1591.97,0
West,Electronics,Online,15,547.3453589848057,0.255,6207.6,1
East,Toys,Online,8,448.7328225128075,0.073,3242.09,0
East,Grocery,Partner,2,511.69896348794657,0.08,958.59,0
West,Grocery,Online,3,226.7428807802283,0.243,532.9,0
West,Apparel,Partner,23,921.0662439423178,0.082,19604.61,1
East,Electronics,Partner,20,633.0475484773199,0.001,12340.82,1
West,Grocery,Retail,23,883.6166310880034,0.128,17976.36,1
North,Grocery,Online,13,124.90031939144522,0.004,1596.91,0
East,Home,Online,14,617.9369272219278,0.273,6062.59,1
West,Grocery,Retail,19,835.4833458983946,0.193,12607.9,1
West,Electronics,Retail,15,337.683948621888,0.175,4314.43,1
North,Toys,Partner,11,207.33744237054694,0.06,2128.63,0
West,Electronics,Online,8,274.42045357339487,0.21,1784.93,0
North,Grocery,Retail,12,282.016377679807,0.203,2699.07,0
West,Toys,Retail,2,449.31100632659377,0.018,883.65,0
West,Grocery,Retail,5,332.9250586681583,0.264,1176.67,0
West,Home,Retail,18,280.42310979967164,0.174,4215.06,1
East,Electronics,Retail,21,642.5718064689324,0.238,9959.82,1
North,Electronics,Partner,3,70.91107680500909,0.079,195.59,0
East,Apparel,Partner,3,346.74922701414073,0.037,982.55,0
West,Toys,Online,3,682.1618873028558,0.211,1600.78,0
South,Electronics,Online,19,188.8157593097657,0.238,2741.78,1
South,Grocery,Partner,8,232.0907477243959,0.116,1577.59,0
North,Apparel,Partner,8,212.63996039640077,0.007,1660.1,0
South,Home,Retail,1,20.889062462148722,0.245,16.39,0
South,Apparel,Partner,24,474.8170417583098,0.062,10310.6,1
West,Home,Retail,11,57.40043783947826,0.102,558.81,0
South,Home,Retail,20,282.02221930390414,0.188,4514.61,1
West,Electronics,Online,17,975.0112876082927,0.03,15922.8,1
West,Home,Partner,4,901.6603629346878,0.022,3579.44,0
North,Toys,Retail,20,226.47277583008082,0.008,4402.54,1
South,Grocery,Retail,14,317.6023346373754,0.275,3213.42,0
South,Apparel,Retail,15,465.15639897780943,0.093,6401.79,1
West,Grocery,Online,5,830.6370047928738,0.198,3283.51,0
North,Grocery,Partner,21,790.5401037373674,0.297,12089.74,1
East,Grocery,Retail,23,141.1917791036309,0.201,2694.25,1
South,Apparel,Retail,10,139.47089441441804,0.158,1138.61,0
North,Grocery,Retail,3,420.06296373828286,0.156,1050.31,0
North,Home,Retail,21,855.2915740292212,0.113,15559.32,1
South,Electronics,Retail,22,866.8015991316822,0.18,15245.28,1
North,Apparel,Online,13,123.07121569906897,0.288,1138.33,0
East,Toys,Online,14,571.3253964469295,0.236,6142.1,1
West,Electronics,Online,6,169.44818924010838,0.127,882.29,0
East,Home,Partner,2,678.6841376026714,0.1,1199.4,0
North,Toys,Online,23,899.7759180117502,0.265,14941.33,1
East,Electronics,Retail,12,456.57852077656986,0.041,5461.17,1
East,Home,Online,7,99.75946370436944,0.255,537.88,0
North,Apparel,Retail,17,576.0840280587637,0.077,8732.65,1
North,Home,Partner,1,412.1760033304205,0.215,327.61,0
North,Apparel,Retail,2,798.4628022406018,0.242,1206.29,0
South,Grocery,Retail,6,346.7306853693322,0.143,1809.82,0
South,Electronics,Partner,11,859.9013124536857,0.058,8979.41,1
East,Grocery,Online,9,282.7523913293935,0.253,1960.14,0
South,Toys,Retail,5,171.2169304531385,0.11,735.52,0
North,Grocery,Partner,9,314.22116222583674,0.096,2525.74,0
North,Grocery,Retail,9,53.51916014983665,0.153,423.82,0
East,Electronics,Partner,13,289.99612819927165,0.131,3192.82,1
North,Grocery,Partner,14,653.7129285267495,0.205,7058.91,1
North,Home,Online,22,156.59165941432863,0.041,3364.29,1
North,Grocery,Online,20,126.91037387512445,0.131,2254.66,1
East,Grocery,Online,8,147.08987960417636,0.268,873.23,0
North,Home,Online,22,94.44960729100771,0.011,2100.44,1
South,Apparel,Retail,13,859.649995369222,0.137,9793.88,1
North,Electronics,Retail,5,926.350510876667,0.198,3606.43,0
East,Electronics,Retail,9,64.69870565963483,0.266,431.1,0
South,Apparel,Partner,18,749.6689102817986,0.178,11337.79,1
South,Grocery,Retail,20,727.6656768485099,0.247,11279.09,1
East,Home,Online,9,977.0330476256388,0.067,8037.59,0
South,Home,Partner,4,353.9558352522254,0.106,1228.02,0
West,Apparel,Partner,5,294.0886320227996,0.283,1078.02,0
North,Home,Retail,3,454.95883597743415,0.266,982.31,0
West,Toys,Retail,17,842.3121700632229,0.167,11481.33,1
South,Grocery,Partner,13,719.4498968363829,0.143,8223.93,1
South,Toys,Retail,11,472.75886140880266,0.135,4500.46,0
South,Toys,Retail,17,254.78032955443825,0.018,4194.31,1
South,Grocery,Partner,20,717.9351116176363,0.268,10099.76,1
South,Home,Partner,20,840.3457933205083,0.245,12217.51,1
East,Grocery,Partner,4,403.9531818247912,0.137,1427.09,0
West,Apparel,Partner,15,661.8420279881449,0.084,9086.22,1
North,Electronics,Retail,22,404.20354032953423,0.103,7753.03,1
North,Home,Retail,19,479.3537006158254,0.037,8671.45,1
East,Electronics,Retail,8,523.9139647567171,0.217,3193.93,0
East,Electronics,Retail,10,764.6967814613868,0.167,6172.65,0
North,Grocery,Partner,22,958.4057447637738,0.07,19258.07,1
North,Toys,Retail,1,446.5915161327031,0.187,364.52,0
East,Apparel,Online,13,348.62240599770166,0.294,3125.43,1
East,Grocery,Partner,3,378.6473662134956,0.037,1080.23,0
East,Electronics,Partner,22,148.53350660017438,0.138,2811.82,1
North,Apparel,Retail,1,305.06118830501384,0.148,258.25,0
East,Toys,Online,1,102.98951673805398,0.05,94.93,0
North,Apparel,Online,8,430.77849265207726,0.159,2791.36,0
West,Toys,Partner,5,180.66297853860692,0.182,711.45,0
West,Grocery,Online,12,352.55047613543235,0.047,3983.44,0
North,Electronics,Retail,8,781.8346394159421,0.046,6071.41,0
North,Electronics,Partner,9,256.09054456557055,0.257,1661.96,0
North,Grocery,Partner,14,607.4188364883862,0.093,7890.08,1
South,Home,Online,14,885.1341624786684,0.189,10223.21,1
South,Home,Retail,23,564.252019548365,0.188,10119.78,1
South,Home,Online,12,206.04090826151617,0.252,1779.4,0
North,Home,Partner,14,350.97554620731614,0.222,3729.56,1
West,Toys,Partner,17,586.7544388967034,0.252,7196.22,1
East,Home,Online,5,506.34669416945934,0.188,2060.92,0
North,Electronics,Retail,17,162.67504282582763,0.135,2304.03,1
East,Toys,Online,21,448.9244909029462,0.118,8516.3,1
South,Toys,Partner,8,541.3440271138385,0.114,3834.89,0
South,Electronics,Partner,5,276.63940587926953,0.126,1230.96,0
East,Apparel,Retail,9,607.9476947262579,0.039,5363.6,0
South,Toys,Retail,7,87.35369550580145,0.127,534.11,0
East,Toys,Online,15,343.14275222289615,0.117,4699.59,1
North,Electronics,Retail,21,792.1057594664715,0.01,17113.74,1
East,Electronics,Partner,15,268.91340887182923,0.083,3657.24,1
West,Home,Retail,4,600.9697760029551,0.226,1804.91,0
North,Home,Online,8,413.62852516189946,0.173,2706.63,0
North,Grocery,Partner,17,323.8017367186369,0.242,4080.16,1
West,Home,Partner,8,899.4864203936257,0.163,6037.9,0
South,Grocery,Partner,15,349.5312493571682,0.256,3862.82,1
South,Apparel,Retail,17,247.2088654275376,0.239,3193.14,1
East,Home,Partner,8,892.9292630146597,0.029,7082.32,0
North,Electronics,Online,16,736.1065816983822,0.293,8176.3,1
North,Home,Retail,10,674.5277251502695,0.004,6738.44,0
West,Electronics,Online,4,67.55354438420078,0.179,218.92,0
North,Home,Online,9,145.95676228714478,0.238,1023.79,0
South,Apparel,Online,11,632.8063652572763,0.1,6334.72,1
South,Electronics,Retail,1,221.0555230652098,0.18,174.14,0
South,Electronics,Online,22,236.61246620514473,0.109,4697.46,1
North,Home,Online,13,767.9729747298662,0.018,9545.25,1
West,Grocery,Retail,1,294.4879508834649,0.003,298.88,0
South,Electronics,Partner,21,88.72381006583936,0.028,1820.79,1
West,Home,Retail,21,54.97466941746666,0.03,1111.01,1
North,Apparel,Partner,1,445.4508677554763,0.183,369.58,0
West,Grocery,Retail,4,612.4434345772602,0.158,2121.55,0
West,Home,Partner,9,854.1298240561308,0.137,6781.96,0
East,Grocery,Online,13,126.3722192313337,0.208,1305.85,0
South,Apparel,Retail,18,208.80591323676444,0.005,3806.34,1
East,Electronics,Retail,11,528.6085864711722,0.081,5306.9,1
East,Home,Partner,15,369.5440277522961,0.233,4349.91,1
South,Toys,Partner,1,483.2359531956748,0.273,360.56,0
North,Grocery,Retail,16,907.1596630248469,0.132,12233.07,1
West,Grocery,Online,22,543.0959877100997,0.024,11416.96,1
North,Grocery,Online,13,418.5157861875929,0.24,4058.85,1
West,Toys,Retail,11,969.862310431755,0.266,7621.48,1
East,Apparel,Online,8,82.60704310355486,0.124,573.93,0
North,Home,Partner,23,914.828910436325,0.073,19026.07,1
East,Electronics,Partner,1,501.59536838286374,0.013,498.86,0
North,Home,Partner,7,503.6060842564526,0.177,2808.81,0
South,Apparel,Retail,4,905.0857608350808,0.273,2583.54,0
South,Electronics,Retail,21,507.03102040934675,0.203,8598.55,1
West,Apparel,Online,12,440.8708069089429,0.095,4749.0,0
South,Home,Retail,23,281.58904843251105,0.193,5193.74,1
North,Apparel,Online,16,652.4640961447241,0.25,8016.18,1
West,Grocery,Retail,14,566.8592873405711,0.143,7064.8,1
East,Home,Retail,13,225.77161946987175,0.246,2224.53,0
West,Grocery,Retail,5,701.0363984588718,0.118,2987.46,0
North,Toys,Retail,14,638.3233830431749,0.105,7744.11,1
South,Electronics,Partner,17,401.4405288382792,0.175,5841.22,1
East,Apparel,Retail,24,24.224885027408547,0.139,507.76,1
North,Toys,Partner,14,448.7179041691402,0.293,4531.12,0
South,Home,Retail,23,25.81579244504166,0.155,508.78,1
South,Apparel,Retail,23,91.99854972707826,0.116,1822.57,1
West,Home,Online,13,433.38550638160075,0.118,4948.67,1
East,Grocery,Partner,11,98.64308881791459,0.164,928.75,0
West,Apparel,Retail,4,284.6388164356796,0.106,1047.7,0
South,Electronics,Retail,7,649.2717138166097,0.217,3483.88,0
South,Apparel,Partner,22,316.2707289050423,0.114,6212.08,1
North,Grocery,Online,4,977.74265035665,0.115,3366.26,0
East,Toys,Online,10,899.6499525583819,0.185,7600.96,1
East,Grocery,Partner,17,581.8975084021027,0.018,9521.63,1
West,Grocery,Partner,6,948.2692530895332,0.197,4651.6,0
North,Electronics,Online,24,853.2966026552211,0.151,17012.77,1
East,Apparel,Online,16,326.14257808686756,0.136,4550.45,1
North,Electronics,Retail,1,739.612396145897,0.216,587.24,0
North,Electronics,Retail,6,151.35851264378945,0.227,692.37,0
East,Grocery,Online,18,677.1693674035914,0.254,9324.96,1
East,Grocery,Retail,21,491.4385534347972,0.112,9446.88,1
West,Electronics,Partner,23,36.15290168271173,0.098,771.33,1
North,Toys,Partner,21,283.2606294947559,0.214,4612.21,1
South,Home,Retail,2,937.1669287080786,0.175,1576.55,0
West,Electronics,Online,18,323.19822568494146,0.19,4734.66,1
West,Grocery,Retail,3,194.19627708938305,0.167,488.89,0
South,Grocery,Online,2,200.03018870932,0.232,306.69,0
West,Home,Retail,17,480.04473405627107,0.057,7757.32,1
West,Toys,Online,12,828.9432710437135,0.167,8044.6,1
West,Apparel,Online,16,747.6816945280126,0.047,11317.51,1
East,Toys,Online,21,439.37792723626336,0.122,7892.35,1
West,Home,Online,2,220.37780809948214,0.199,346.83,0
North,Grocery,Retail,13,64.22230409810346,0.148,690.15,0
South,Electronics,Partner,21,464.1251067034218,0.114,8436.89,1
North,Electronics,Partner,11,802.184334577464,0.265,6631.94,0
South,Grocery,Partner,13,720.4947138505412,0.232,7222.1,1
North,Apparel,Online,12,412.25673692216026,0.158,4006.7,1
East,Apparel,Partner,22,590.9145650408963,0.285,9509.63,1
West,Toys,Online,2,438.79666010836894,0.127,791.24,0
South,Electronics,Partner,22,575.8554653985707,0.236,9973.55,1
East,Home,Retail,20,516.8050346178072,0.05,10073.04,1
South,Apparel,Retail,20,673.7279361201527,0.086,12800.71,1
North,Electronics,Online,10,507.400489791799,0.101,4593.06,1
West,Grocery,Online,13,922.9865582408562,0.032,12044.69,1
South,Electronics,Partner,9,430.9070543184188,0.151,3410.79,0
South,Electronics,Retail,7,35.279650918122485,0.058,229.16,0
East,Toys,Partner,22,246.91859399262515,0.19,4528.02,1
East,Grocery,Retail,13,500.5825837823897,0.057,6280.23,1
North,Electronics,Online,18,538.9489778131154,0.037,9548.27,1
South,Toys,Partner,3,550.2893977395713,0.291,1207.57,0
East,Home,Online,19,705.9700143392788,0.197,10671.19,1
North,Grocery,Partner,16,283.6622169128268,0.281,3237.16,1
East,Electronics,Partner,24,658.307531879818,0.147,13627.87,1
North,Grocery,Partner,4,695.8709821944443,0.01,2808.07,0
North,Toys,Online,13,414.82952251599323,0.172,4600.87,1
East,Grocery,Online,13,406.08233518046916,0.167,4529.69,1
North,Apparel,Retail,13,191.76779423019178,0.004,2526.98,0
South,Grocery,Online,2,417.42788120515877,0.258,642.11,0
South,Toys,Partner,12,775.3436400387319,0.186,7378.84,1
East,Electronics,Online,8,892.6140853278886,0.223,5748.39,0
East,Grocery,Online,15,589.8686636652468,0.148,7275.69,1
East,Toys,Retail,6,307.39552962012687,0.186,1508.0,0
West,Apparel,Online,11,674.9981299133422,0.077,6628.58,1
East,Home,Retail,15,730.5403603481637,0.292,7800.54,1
South,Apparel,Partner,2,338.92426762943586,0.12,591.26,0
South,Home,Online,19,813.4859470299649,0.049,14206.89,1
South,Grocery,Retail,18,90.74799885280648,0.017,1624.72,1
East,Grocery,Retail,2,30.323568896024504,0.191,49.97,0
East,Apparel,Partner,2,138.05194172677048,0.295,189.58,0
South,Grocery,Partner,21,169.76801391440932,0.269,2646.65,1
West,Home,Partner,7,863.7718716298125,0.211,4648.12,0
North,Toys,Retail,21,427.9824341324296,0.297,6135.02,1
South,Toys,Retail,12,283.9344242915664,0.217,2592.59,0
East,Home,Retail,9,431.9121113473466,0.102,3518.38,0
East,Home,Partner,7,399.047256992607,0.18,2341.62,0
East,Home,Partner,16,309.40320126849633,0.024,4869.09,1
East,Grocery,Partner,3,152.3835991154867,0.067,437.08,0
East,Apparel,Retail,10,649.6788434949254,0.125,5726.29,0
South,Apparel,Retail,9,151.14022666846915,0.061,1307.67,0
North,Apparel,Partner,4,764.4074745657674,0.286,2266.37,0
South,Electronics,Partner,9,213.62049274923547,0.299,1335.98,0
South,Apparel,Partner,13,722.1164548479792,0.111,8111.79,1
South,Electronics,Retail,17,793.3626614676483,0.213,10304.8,1
East,Electronics,Retail,3,140.3129693834727,0.122,372.47,0
West,Toys,Retail,21,103.27593755648391,0.042,2085.53,1
South,Electronics,Partner,22,931.5898598275135,0.101,17959.55,1
East,Home,Partner,17,464.5249344824775,0.07,7568.64,1
East,Toys,Online,23,625.0260751740689,0.098,13440.6,1
North,Toys,Retail,11,42.330022516897046,0.065,426.77,0
South,Home,Partner,20,287.5617733340863,0.034,5425.42,1
South,Electronics,Retail,18,505.18174837701076,0.065,8307.63,1
South,Grocery,Partner,14,870.7695808538277,0.272,8794.95,1
East,Grocery,Partner,5,280.58184086180125,0.026,1405.05,0
South,Toys,Partner,14,764.1836670643708,0.097,9734.97,1
South,Electronics,Partner,22,655.7244111283537,0.159,11712.49,1
North,Electronics,Online,24,130.65993709351517,0.106,2797.38,1
South,Apparel,Online,11,301.64016588031666,0.155,2711.86,0
South,Electronics,Retail,6,248.34947498107496,0.013,1459.69,0
West,Grocery,Partner,18,444.82648407035407,0.195,6395.79,1
East,Apparel,Partner,2,629.9208733256809,0.169,1059.35,0
West,Apparel,Retail,4,436.0829652881664,0.204,1393.98,0
East,Grocery,Partner,14,254.75511272173375,0.17,3049.0,0
East,Grocery,Retail,24,688.0436174991444,0.131,13794.53,1
East,Apparel,Online,8,581.0922509230303,0.105,4251.82,0
North,Apparel,Retail,11,518.5413511190643,0.068,5113.08,0
North,Home,Online,8,552.2428135481392,0.15,3696.46,0
North,Toys,Online,11,233.0246204420706,0.008,2620.0,0
North,Grocery,Online,1,673.213818648758,0.098,616.49,0
North,Grocery,Partner,15,392.00051411721756,0.203,4563.39,1
North,Grocery,Partner,15,368.9291069408188,0.033,5347.37,1
East,Electronics,Online,8,163.7448399360997,0.019,1307.88,0
South,Apparel,Partner,7,592.9638411684285,0.196,3453.96,0
West,Home,Online,19,598.5578341246463,0.119,10126.92,1
East,Electronics,Retail,5,346.6886179198672,0.241,1265.65,0
South,Apparel,Retail,2,845.4560545909127,0.281,1215.74,0
North,Electronics,Retail,1,831.6395827668111,0.287,576.5,0
East,Grocery,Partner,22,124.69213422313405,0.128,2305.55,1
East,Electronics,Online,9,687.2368522975215,0.079,5741.4,0
East,Electronics,Online,3,398.0813659376214,0.183,997.31,0
West,Electronics,Online,22,979.7262570203771,0.188,16852.25,1
East,Electronics,Partner,4,236.0226844972663,0.187,784.96,0
North,Home,Online,9,289.3032371979098,0.097,2389.99,0
North,Apparel,Retail,1,444.4220427734984,0.019,444.77,0
South,Grocery,Retail,17,277.96654273343665,0.063,4337.31,1
North,Apparel,Online,17,684.3136317310536,0.046,11003.73,1
North,Home,Online,19,481.67178769422134,0.037,8545.05,1
North,Toys,Partner,7,232.04368145555858,0.278,1148.25,0
East,Toys,Online,8,506.1191067071001,0.004,3969.13,0
East,Toys,Partner,23,873.2362557104369,0.181,16211.54,1
North,Apparel,Online,20,780.6998209760507,0.284,10888.99,1
East,Home,Online,1,498.8757674497482,0.108,433.92,0
East,Grocery,Online,17,296.9528990162698,0.158,4387.1,1
East,Grocery,Online,20,192.69100611442667,0.209,3117.6,1
South,Toys,Partner,14,863.2475620994196,0.095,10801.27,1
